state,title,publication_date,report_type,sector,audit_year,detail_url,pdf_url,pdf_size_mb,scraped_at,report_no
Madhya Pradesh,Report No. 01 of the Year 2024 GoMP - State Finance Audit Report of the CAG of India for the year ended 31st March 2023,,Financial,Finance,2023-24,https://cag.gov.in/en/audit-report/details/120799,/webroot/uploads/download_audit_report/2024/Report-No.-01-of-the-Year-2024-GoMP---State-Finance-Audit-Report-of-the-CAG-of-India-for-the-year-ended-31st-March-2023-0670cf73486b6a6.22626110.pdf,,2026-07-22T13:06:41Z,
Madhya Pradesh,Report No. 04 of the Year 2023 GoMP - State Finance Audit Report of the CAG of India for the year ended 31st March 2022,,Financial,Finance,2022-23,https://cag.gov.in/en/audit-report/details/119610,/webroot/uploads/download_audit_report/2023/Report-No.-04-of-the-Year-2023-GoMP---State-Finance-Audit-Report-of-the-CAG-of-India-for-the-year-ended-31st-March-2022-065cb3a548c3731.28556475.pdf,,2026-07-22T13:07:28Z,
Madhya Pradesh,Report no. 06 of the year 2023 GoMP - Report of the Comptroller and Auditor General of India on Performance Audit on Degradation of Kshipra River for the year ended 31st March 2021,,Performance,,2022-23,https://cag.gov.in/en/audit-report/details/119607,/webroot/uploads/download_audit_report/2023/Report-no.-06-of-the-year-2023-GoMP---Report-of-the-Comptroller-and-Auditor-General-of-India-on-Performance-Audit-on-Degradation-of-Kshipra-River-for-the-year-ended-31st-March-2021-065ca0fad2c7a57.52301018.pdf,,2026-07-22T13:07:28Z,
Madhya Pradesh,Report No. 03 of the year 2023 - Report of the Comptroller and Auditor General of India on Performance Audit on Construction of Major Bridges in Madhya Pradesh by Public Works Department,,Performance,,2022-23,https://cag.gov.in/en/audit-report/details/119606,/webroot/uploads/download_audit_report/2023/Report-of-the-Comptroller-and-Auditor-General-of-India-on-Performance-Audit-on-Construction-of-Major-Bridges-in-Madhya-Pradesh-by-Public-Works-Department-065ca0d54de6677.41851407.pdf,,2026-07-22T13:07:28Z,
Madhya Pradesh,"Report no. 2 of the year 2023: Compliance Audit Report of the Comptroller and Auditor General of India for the year ended 31 March 2021 (Environment, Public Works, Energy and Industries Departments)",,Compliance,Power & Energy,2020-21,https://cag.gov.in/en/audit-report/details/119596,"/webroot/uploads/download_audit_report/2023/Report-no.-2-of-2023-Compliance-Audit-Report-of-the-Comptroller-and-Auditor-General-of-India-(Enviroment,-Public-Works,-Energy-and-Industries-Dept)-065ca02ca161154.79324669.pdf",,2026-07-22T13:07:31Z,
Madhya Pradesh,"Report of the Comptroller and Auditor General of India  for the year ended 31 March 2021, Compliance Audit Report (Vol.-I) Government of Madhya Pradesh  Report No. 5 of the year 2023",,Compliance,,2020-21,https://cag.gov.in/en/audit-report/details/119590,/webroot/uploads/download_audit_report/2023/AR_CA_2021-(PDF_Eng)-065c5fdc28f9602.54168962.pdf,,2026-07-22T13:07:31Z,
Madhya Pradesh,"Report No. 7 of 2023 - Report of the Comptroller and Auditor General of India on Local Bodies for the year ended 31st March 2021, Government of Madhya Pradesh.",,,Local Bodies,2022-23,https://cag.gov.in/en/audit-report/details/119587,/webroot/uploads/download_audit_report/2023/Report-No.7-English-Local-Bodies-31.7.2023-signed---Copy-065c6066815de09.51627719.pdf,,2026-07-22T13:07:31Z,7/2023
Madhya Pradesh,Report no. 7 of 2024 Performance Audit on the Working of Madhya Pradesh State Agro Industries Development Corporation Limited for the year ended 31 March 2022.,,Performance,Agriculture and Rural Development,2021-22,https://cag.gov.in/en/audit-report/details/121263,/webroot/uploads/download_audit_report/2022/MP-ReportNo.7-State-Agro-English-18.11.2024--signed-0676954a388c059.42106109.pdf,,2026-07-22T13:07:57Z,7/2024
Madhya Pradesh,Report no. 2 of 2024 Performance Audit on Waste Management in Urban Local Bodies.,,Performance,Local Bodies,2021-22,https://cag.gov.in/en/audit-report/details/121262,/webroot/uploads/download_audit_report/2022/Report-WM-English-Final---28.06.2024-signed-0676953401f7ba0.48824106.pdf,,2026-07-22T13:07:57Z,2/2024
Madhya Pradesh,"Report No. 3 of the year 2024, Compliance Audit  on (Public Sector Undertakings) for the year ended 31 March 2022",,Compliance,Local Bodies,2021-22,https://cag.gov.in/en/audit-report/details/121221,/webroot/uploads/download_audit_report/2022/MP-Report-No3-English_16-08-24_withSign-06764ff2c44f0c1.42143602.pdf,,2026-07-22T13:08:06Z,
Madhya Pradesh,"Report No. 04 of the year 2024, Performance Audit on Implementation of Deendayal Upadhyaya Gram Jyoti Yojana and Pradhan Mantri Sahaj Bijli Har Ghar Yojana by Electricity Distribution Companies of Madhya Pradesh for the year ended 31 March 2022",,Performance,Power & Energy,2021-22,https://cag.gov.in/en/audit-report/details/121219,/webroot/uploads/download_audit_report/2022/DDUGJY_MP-Report-No4_English_04-12-2024_SignCopy-06764fa4f38cbe3.22455925.pdf,,2026-07-22T13:08:06Z,
Madhya Pradesh,"Report No. 7 of 2022 - Report of the Comptroller and Auditor General of India on Performance Audit on Management of Heritage Sites, Archives and Museums for the year ended 31st March 2021, Government of Madhya Pradesh",,Performance,"Art, Culture and Sports",2021-22,https://cag.gov.in/en/audit-report/details/118333,/webroot/uploads/download_audit_report/2022/Report-in-English_merged-064183a7c0e7087.04896345.pdf,,2026-07-22T13:08:33Z,7/2022
Madhya Pradesh,"Report No. 2 of the year 2022 - Performance Audit on Achievement of objectives of Sindh Project Phase-II for the year ended 31 March 2019, Government of Madhya Pradesh.",,Performance,Social Infrastructure,2018-19,https://cag.gov.in/en/audit-report/details/117216,/webroot/uploads/download_audit_report/2022/Report No. 2 of 2022_Sindh Project_Ph-II_English_GoMP-06329b61992c062.66378632.pdf,,2026-07-22T13:08:50Z,
Madhya Pradesh,"Report No. 3 of the year 2022 - Performance Audit of Implementation of 74th Constitutional Amendment Act in Madhya Pradesh, Government of Madhya Pradesh.",,Performance,Local Bodies,2021-22,https://cag.gov.in/en/audit-report/details/117203,/webroot/uploads/download_audit_report/2022/Report No 3 of 2022_74th CAA_English-063285cfa23b067.87905813.pdf,,2026-07-22T13:08:54Z,
Madhya Pradesh,"Report No. 5 of the year 2022 - Performance Audit of DISCOMs pre and post Ujwal DISCOM Assurance Yojana (UDAY), Government of Madhya Pradesh.",,Performance,Power & Energy,2021-22,https://cag.gov.in/en/audit-report/details/117201,/webroot/uploads/download_audit_report/2022/Report No. 5 of 2022_UDAY_English-063285a357a05d7.61559144.pdf,,2026-07-22T13:08:54Z,
Madhya Pradesh,"Report No. 1 of 2022 - Performance Audit on Wildlife Conservation and Sustainable Management of Wildlife Habitats in Madhya Pradesh, Government of Madhya Pradesh.",,Performance,Environment and Sustainable Development,2021-22,https://cag.gov.in/en/audit-report/details/117199,/webroot/uploads/download_audit_report/2022/Report No. 1 of 2022_Wildlife_English_GoMP-063285595a90d71.70599081.pdf,,2026-07-22T13:08:54Z,1/2022
Madhya Pradesh,"Report No. 6 of 2022 - Compliance Audits of Departments of the State Government for the year ended 31 March 2020, Government of Madhya Pradesh.",,,,2019-20,https://cag.gov.in/en/audit-report/details/117197,/webroot/uploads/download_audit_report/2022/Report No. 6 of 2022_Complaince_English_full report-0632839a1ed50f3.02555057.pdf,,2026-07-22T13:08:54Z,6/2022
Madhya Pradesh,"Report No. 4 of the year 2022 - State Finances for the year ended 31 March 2021, Government of Madhya Pradesh.",,Financial,Finance,2020-21,https://cag.gov.in/en/audit-report/details/117195,/webroot/uploads/download_audit_report/2021/SFAR 2020-21_Report No. 4 of 2022_English_(4-5-2022)-0632464c49482a2.15902801.pdf,,2026-07-22T13:08:54Z,
Madhya Pradesh,"Report of the Comptroller and Auditor General of India on REVENUE SECTOR for the year ended 31 March 2019, Government of Madhya Pradesh, Report No.2 of the Year 2021",,Financial,,2018-19,https://cag.gov.in/en/audit-report/details/116250,/webroot/uploads/download_audit_report/2021/ReportNo2of2021GovtofMadhyaPradesh-062ac5ef63bfe21.06189655.pdf,,2026-07-22T13:09:06Z,
Madhya Pradesh,"Report No. 1 of the Year 2023 - CAG Compliance Audit Report (Revenue Departments) for the year ended 31 March 2021, Government of Madhya Pradesh",,Compliance,Finance,2020-21,https://cag.gov.in/en/audit-report/details/118296,/webroot/uploads/download_audit_report/2021/PDF-English-AR-2020-21-Revenue-GoMP-064119c29b66e92.79924533.pdf,,2026-07-22T13:09:15Z,
Madhya Pradesh,"Report of the Comptroller and Auditor General of India on Dial 100 Emergency Response System in Madhya Pradesh for the year ended 31 March 2020, Government of Madhya Pradesh, Report No.6 of year 2021",,,Social Welfare,2019-20,https://cag.gov.in/en/audit-report/details/115513,/webroot/uploads/download_audit_report/2021/Report No. 6 of 2021_DIAL 100_English-0622d69963164c1.79584021.pdf,,2026-07-22T13:09:39Z,
Madhya Pradesh,"Report of the Comptroller and Auditor General of India on STATE FINANCES for the year ended 31 March 2020, Government of Madhya Pradesh, Report No.5 of the Year 2021",,Financial,,2019-20,https://cag.gov.in/en/audit-report/details/115316,/webroot/uploads/download_audit_report/2021/SFAR 2019-20_Report No 5 of 2020_English-06215ea2fa31b56.14955419.pdf,,2026-07-22T13:09:44Z,
Madhya Pradesh,"Report of the Comptroller and Auditor General of India on PUBLIC SECTOR UNDERTAKINGS for the year ended 31 March 2019, Government of Madhya Pradesh, Report No.4 of the Year 2021",,Compliance,,2018-19,https://cag.gov.in/en/audit-report/details/115275,/webroot/uploads/download_audit_report/2021/Report No. 4 of 2021_PSU_English_(23-6-2021)-061c4199e089be7.08051613.pdf,,2026-07-22T13:09:48Z,
Madhya Pradesh,"Report of the Comptroller and Auditor General of India on ECONOMIC SECTOR for the year ended 31 March 2019, Government of Madhya Pradesh, Report No.3 of the Year 2021",,,,2018-19,https://cag.gov.in/en/audit-report/details/115269,/webroot/uploads/download_audit_report/2021/Report No. 3 of 2021_ES 2018-19_English-061c4124aa51ef1.81175041.pdf,,2026-07-22T13:09:48Z,
Madhya Pradesh,"Report of the Comptroller and Auditor General of India on GENERAL AND SOCIAL SECTORS for the year ended 31 March 2019, Government of Madhya Pradesh, Report No.1 of year 2021",,,Social Welfare,2018-19,https://cag.gov.in/en/audit-report/details/115252,/webroot/uploads/download_audit_report/2021/Report No. 1 of 2021_GSS_English-061c3411ca3b2c1.19454548.pdf,,2026-07-22T13:09:48Z,
Madhya Pradesh,State Finances Audit Report of the Comptroller and Auditor General of India for the year ended 31 March 2019,,Financial,Finance,2018-19,https://cag.gov.in/en/audit-report/details/113340,/webroot/uploads/download_audit_report/2020/Report No. 03 of the year 2020 GoMP English-0604f3e962ed3c0.85602158.pdf,,2026-07-22T13:10:41Z,
Madhya Pradesh,"Report No.1 of 2020 - Economic Sector, Government of Madhya Pradesh",,,,2019-20,https://cag.gov.in/en/audit-report/details/111693,/webroot/uploads/download_audit_report/2020/Report_No_1_of_2020_Economic_Sector_Government_of_Madhya_Pradesh-05f91971607da42.98070159.pdf,,2026-07-22T13:10:58Z,1/2020
Madhya Pradesh,"Report No.2 of 2020 - Public Sector Undertakings, Government of Madhya Pradesh",,Compliance,,2019-20,https://cag.gov.in/en/audit-report/details/111675,/webroot/uploads/download_audit_report/2020/Report_No_2_of_2020_PSU_Government_of_Madhya_Pradesh-05f91960b1b0d19.64552092.pdf,,2026-07-22T13:10:58Z,2/2020
Madhya Pradesh,"Report of the Comptroller & Auditor General of India on General and Social Sectors for the year ended 31 March 2018, Government of Madhya Pradesh, Report No.3 of year 2019",,,Social Welfare,2017-18,https://cag.gov.in/en/audit-report/details/112353,"/webroot/uploads/download_audit_report/2019/AR, GSS, 2017-18, GoMP (Report No. 3 of the year 2019_English) (1)-05f96b7c87db585.11991652.pdf",,2026-07-22T13:11:22Z,
Madhya Pradesh,"Report No.2 of 2019 - Revenue Sector, Government of Madhya Pradesh",,Financial,Taxes and Duties,2018-19,https://cag.gov.in/en/audit-report/details/111701,/webroot/uploads/download_audit_report/2019/Report_No_2_of_2019_Revenue_Sector_Government_of_Madhya_Pradesh.pdf,,2026-07-22T13:11:22Z,2/2019
Madhya Pradesh,"Report No.1 of 2019 - State Finances, Government of Madhya Pradesh",,Financial,Finance,2018-19,https://cag.gov.in/en/audit-report/details/57108,/webroot/uploads/download_audit_report/2019/Report_No_1_of_2019_State_Finance_Government_of_Madhya_Pradesh.pdf,,2026-07-22T13:11:34Z,1/2019
Madhya Pradesh,"Report of the Comptroller & Auditor General of India on General and Social Sectors for the year ended 31 March 2017, Government of Madhya Pradesh, Report No.5 of year 2018",,,General Sector Ministries and Constitutional Bodies,2016-17,https://cag.gov.in/en/audit-report/details/49023,/webroot/uploads/download_audit_report/2018/Report_No_5_of_2018_General_and_Social_Sectors_Government_of_Madhya_Pradesh.pdf,,2026-07-22T13:12:14Z,
Madhya Pradesh,"Report No.4 of 2018 - Economic Sector, Government of Madhya Pradesh",,,Social Infrastructure,2017-18,https://cag.gov.in/en/audit-report/details/49015,/webroot/uploads/download_audit_report/2018/Report_No_4_of_2018_Economic_Sector_Government_of_Madhya_Pradesh.pdf,,2026-07-22T13:12:14Z,4/2018
Madhya Pradesh,"Report No.3 of 2018 - Public Sector Undertakings, Government of Madhya Pradesh",,Compliance,General Sector Ministries and Constitutional Bodies,2017-18,https://cag.gov.in/en/audit-report/details/49007,/webroot/uploads/download_audit_report/2018/Report_No_3_of_2018_Public_Sector_Undertakings_Government_of_Madhya_Pradesh.pdf,,2026-07-22T13:12:14Z,3/2018
Madhya Pradesh,"Report No.2 of 2018 - State Finances, Government of Madhya Pradesh",,Financial,Finance,2017-18,https://cag.gov.in/en/audit-report/details/48967,/webroot/uploads/download_audit_report/2018/Report_No_2_of_2018_State_Finances_Government_of_Madhya_Pradesh.pdf,,2026-07-22T13:12:14Z,2/2018
Madhya Pradesh,"Report No.1 of 2018 - Revenue Sector, Government of Madhya Pradesh",,Financial,Taxes and Duties,2017-18,https://cag.gov.in/en/audit-report/details/48950,/webroot/uploads/download_audit_report/2018/Report_No_1_of_2018_Revenue_Sector_Government_of_Madhya_Pradesh.pdf,,2026-07-22T13:12:14Z,1/2018
Madhya Pradesh,"Report of the Comptroller & Auditor General of India for the year ended 31 March 2016 on ""Performance Audit on Implementation of the Right of Children to Free and Compulsory Education Act, 2009 Government of Madhya Pradesh-Report No.5 of 2017""",,Performance,"Education, Health & Family Welfare",2015-16,https://cag.gov.in/en/audit-report/details/34295,"/webroot/uploads/download_audit_report/2017/Report_No.5_of_2017_-_Performance_Audit_on_Implementation_of_the_Right_of_Children_to_Free_and_Compulsory_Education_Act,_2009_Government_of_Madhya_Pradesh.pdf",,2026-07-22T13:13:07Z,5/2017
Madhya Pradesh,Report No 5 of 2016 - Revenue Sector Madhya Pradesh,,Financial,Taxes and Duties,2016-17,https://cag.gov.in/en/audit-report/details/28049,/webroot/uploads/download_audit_report/2017/Report_No_5_of_2016_MP_Revenue_Sector.pdf,,2026-07-22T13:13:48Z,5/2016
Madhya Pradesh,"Report of the Comptroller & Auditor General of India on General and Social Sectors for the year ended 31 March 2016, Government of Madhya Pradesh, Report No.3 of year 2017",,,Social Welfare,2015-16,https://cag.gov.in/en/audit-report/details/28041,/webroot/uploads/download_audit_report/2017/Report No 3 of 2017 MP General and Social Sectors.pdf,,2026-07-22T13:13:48Z,
Madhya Pradesh,Report No 2 of 2017 - Madhya Pradesh Economic Sector,,,Finance,2016-17,https://cag.gov.in/en/audit-report/details/28033,/webroot/uploads/download_audit_report/2017/MP_Report_No_2_of_2017_Economic_Sector.pdf,,2026-07-22T13:13:48Z,2/2017
Madhya Pradesh,Report 1 of 2017 - PSUs Madhya Pradesh,,,General Sector Ministries and Constitutional Bodies,2016-17,https://cag.gov.in/en/audit-report/details/28024,/webroot/uploads/download_audit_report/2017/Madhya_Pradesh_Report_1_of_2017.pdf,,2026-07-22T13:13:48Z,
Madhya Pradesh,Report No 6 of 2016 - Madhya Pradesh State Finances,,Financial,Finance,2015-16,https://cag.gov.in/en/audit-report/details/28064,/webroot/uploads/download_audit_report/2016/Report No 6 of 2016 Madhya Pradesh State Finances.pdf,,2026-07-22T13:14:08Z,6/2016
Madhya Pradesh,Report No 4 of 2016 - Madhya Pradesh Local Bodies,,,Local Bodies,2015-16,https://cag.gov.in/en/audit-report/details/24031,/webroot/uploads/download_audit_report/2016/Madhya_Pradesh_Local_Bodies Report_4_2016.pdf,,2026-07-22T13:14:20Z,4/2016
Madhya Pradesh,Report No 3 of 2016 - Economic (NON-PSUs) Sector Government of Madhya Pradesh,,Compliance,Finance,2015-16,https://cag.gov.in/en/audit-report/details/21163,/webroot/uploads/download_audit_report/2016/Madhya_Pradesh_Economic_NON_PSUs_Report_3_2016.pdf,,2026-07-22T13:14:41Z,3/2016
Madhya Pradesh,Report No. 2 of 2016 - Revenue Sector Government of Madhya Pradesh,,Financial,Finance,2015-16,https://cag.gov.in/en/audit-report/details/21139,/webroot/uploads/download_audit_report/2016/Madhya_Pradesh_Revenue_Sector_Report_2_2016.pdf,,2026-07-22T13:14:41Z,2/2016
Madhya Pradesh,"Report of the Comptroller & Auditor General of India on General and Social Sectors (Non-PSU) for the year ended 31 March 2015, Government of Madhya Pradesh, Report No.1 of year 2016",,Compliance,Social Welfare,2014-15,https://cag.gov.in/en/audit-report/details/20666,/webroot/uploads/download_audit_report/2016/Madhya_Pradesh_ General_and_Social_ Sectors_NON_PSUs_ Report_1_ 2016.pdf,,2026-07-22T13:14:45Z,
Madhya Pradesh,Report No 4 of 2015 - Public Sector Undertakings Government of Madhya Pradesh,,Compliance,Power & Energy,2014-15,https://cag.gov.in/en/audit-report/details/21154,/webroot/uploads/download_audit_report/2015/Madhya_Pradesh_Public_Sector_Undertaking_Report_4_2015.pdf,,2026-07-22T13:15:10Z,4/2015
Madhya Pradesh,Report 2015 - State Finances Government of Madhya Pradesh,,Financial,Finance,2014-15,https://cag.gov.in/en/audit-report/details/20705,/webroot/uploads/download_audit_report/2015/Madhya_Pradesh_State_Finances_Report_2015.pdf,,2026-07-22T13:15:14Z,
Madhya Pradesh,"Report of the Comptroller & Auditor General of India on General and Social Sectors (Non-PSU) for the year ended 31 March 2014, Government of Madhya Pradesh, Report No.3 of year 2015",,Compliance,,2013-14,https://cag.gov.in/en/audit-report/details/12526,/webroot/uploads/download_audit_report/2015/Madhya_Pradesh_Report_3_2015.pdf,,2026-07-22T13:15:18Z,
Madhya Pradesh,Report of 2015 - Financial Audit on State Finance of Government of Madhya Pradesh,,Financial,,2014-15,https://cag.gov.in/en/audit-report/details/12517,/webroot/uploads/download_audit_report/2015/Madhya_Pradesh_State finance_2015.pdf,,2026-07-22T13:15:18Z,
Madhya Pradesh,Report No. 2 of 2015 - Performance Audit on Public Sector Undertakings of Government of Madhya Pradesh,,Performance,,2014-15,https://cag.gov.in/en/audit-report/details/12509,/webroot/uploads/download_audit_report/2015/Madhya_Pradesh_Report_2_2015.pdf,,2026-07-22T13:15:22Z,2/2015
Madhya Pradesh,Report No. 1 of 2015 - Performance Audit on Economic (Non-PSUs) Sector of Government of Madhya Pradesh,,Performance,,2014-15,https://cag.gov.in/en/audit-report/details/12501,/webroot/uploads/download_audit_report/2015/Madhya_Pradesh_Report_1_2015.pdf,,2026-07-22T13:15:22Z,1/2015
Madhya Pradesh,Report No. 5 of 2014 - Performance Audit on Revenue Sector of Government of Madhya Pradesh,,Performance,,2013-14,https://cag.gov.in/en/audit-report/details/12534,/webroot/uploads/download_audit_report/2014/Madhya_Pradesh_Report_5_2014.pdf,,2026-07-22T13:15:55Z,5/2014
Madhya Pradesh,Report No. 4 of 2014 - Compliance and Performance Audit on Economic Sector of Government of Madhya Pradesh,,Performance,Transport & Infrastructure,2013-14,https://cag.gov.in/en/audit-report/details/6891,/webroot/uploads/download_audit_report/2014/Madhya_Pradesh_Report_4_2014.pdf,,2026-07-22T13:16:21Z,4/2014
Madhya Pradesh,Report of 2013 -Audit Report (State Finances) for the year ended 31 March 2013 of Government of Madhya Pradesh,,Financial,Finance,2012-13,https://cag.gov.in/en/audit-report/details/6900,/webroot/uploads/download_audit_report/2013/Madhya_Pradesh_SF_2014.pdf,,2026-07-22T13:31:08Z,
Madhya Pradesh,Report No. 3 of 2013 - Report on Economic (Non-PSUs) Sector of Government of Madhya Pradesh,,Compliance,Transport & Infrastructure,2012-13,https://cag.gov.in/en/audit-report/details/6673,/webroot/uploads/download_audit_report/2013/Madhya_Pradesh_Report_3_2013.pdf,,2026-07-22T13:31:14Z,3/2013
Madhya Pradesh,"Report No. 2 of 2013 - Report of the Comptroller and Auditor General of India on Public Sector Undertakings (General, Social, Economic and Revenue Sector) for the year ended 31 March 2012, Government of Madhya Pradesh",,Financial,Finance,2011-12,https://cag.gov.in/en/audit-report/details/6662,/webroot/uploads/download_audit_report/2013/Madhya_Pradesh_Report_2_2013.pdf,,2026-07-22T13:31:14Z,2/2013
Madhya Pradesh,Report No. 1 of 2013 - Report of the Comptroller and Auditor General of India on Revenue Secotr for the year ended 31 March 2012 - Government of Madhya Pradesh,,,Taxes and Duties,2011-12,https://cag.gov.in/en/audit-report/details/6607,/webroot/uploads/download_audit_report/2013/Madhya_Pradesh_Report_1_Revenue_2013.pdf,,2026-07-22T13:31:18Z,1/2013
Madhya Pradesh,Report No. 4 of 2013 on General and Social (Non-PSUs) Sectors for the year ended 31 March 2012,,Compliance,"Art, Culture and Sports",2011-12,https://cag.gov.in/en/audit-report/details/6679,/webroot/uploads/download_audit_report/2012/Madhya_Pradesh_Report_4_2013.pdf,,2026-07-22T13:42:04Z,4/2013
Madhya Pradesh,Report No. 1 of 2012 - Audit Report (State Finances) for the year ended 31 March 2012 of Government of Madhya Pradesh,,Financial,Finance,2011-12,https://cag.gov.in/en/audit-report/details/6640,/webroot/uploads/download_audit_report/2012/Madhya_Pradesh_Report_1_SF_2013.pdf,,2026-07-22T13:42:04Z,1/2012
Madhya Pradesh,Report of 2011 -  Audit Report (State Finances) for the year ended 31 March 2011 of Government of Madhya Pradesh,,Financial,Finance,2010-11,https://cag.gov.in/en/audit-report/details/6583,/webroot/uploads/download_audit_report/2011/Madhya_Pradesh_SF_2011.pdf,,2026-07-22T13:42:47Z,
Madhya Pradesh,Report of 2011 - Report of the Comptroller and Auditor General of India (Revenue Receipts) for the year ended 31 March 2011- Government of Madhya Pradesh,,,Taxes and Duties,2010-11,https://cag.gov.in/en/audit-report/details/6555,/webroot/uploads/download_audit_report/2011/Madhya_Pradesh_Revenue_2011.pdf,,2026-07-22T13:42:47Z,
Madhya Pradesh,Report No. 4 of 2011 - Report of the Comptroller and Auditor General of India Commercial for the year ended 31 March 2010 - Government of Madhya Pradesh,,,Finance,2009-10,https://cag.gov.in/en/audit-report/details/6539,/webroot/uploads/download_audit_report/2011/Madhya_Pradesh_Commercial_2011.pdf,,2026-07-22T13:42:47Z,4/2011
Madhya Pradesh,"Report No. 2 of 2011- Report of the Comptroller and Auditor General of India (Civil) for the year ended 31 March 2011, Government of Madhya Pradesh",,,Agriculture and Rural Development,2010-11,https://cag.gov.in/en/audit-report/details/6532,/webroot/uploads/download_audit_report/2011/Madhya_Pradesh_Civil_2011.pdf,,2026-07-22T13:42:47Z,2/2011
Madhya Pradesh,Report of 2010 -  Audit Report (State Finances) for the year ended 31 March 2010 of Government of Madhya Pradesh,,Financial,Finance,2009-10,https://cag.gov.in/en/audit-report/details/6464,/webroot/uploads/download_audit_report/2010/Madhya_Pradesh_SF_2010.pdf,,2026-07-22T13:43:41Z,
Madhya Pradesh,Report of 2010 - Report of the Comptroller and Auditor General of India (Revenue Receipts) for the year ended 31 March 2010 - Government of Madhya Pradesh,,,Taxes and Duties,2009-10,https://cag.gov.in/en/audit-report/details/6452,/webroot/uploads/download_audit_report/2010/Madhya_Pradesh_Revenue_2010.pdf,,2026-07-22T13:43:41Z,
Madhya Pradesh,Report of 2010 - Report of the Comptroller and Auditor General of India Commercial for the year ended 31 March 2010 - Government of Madhya Pradesh,,,Finance,2009-10,https://cag.gov.in/en/audit-report/details/6442,/webroot/uploads/download_audit_report/2010/Madhya_Pradesh_Commercial_2010.pdf,,2026-07-22T13:43:41Z,
Madhya Pradesh,"Report of the Comptroller and Auditor General of India - Civil - for the year ended 31 March 2010, Government of Madhya Pradesh",,,Agriculture and Rural Development,2009-10,https://cag.gov.in/en/audit-report/details/6432,/webroot/uploads/download_audit_report/2010/Madhya_Pradesh_Civil_2010.pdf,,2026-07-22T13:43:41Z,
Madhya Pradesh,Report of 2009 - Audit Report (State Finances) for the year ended 31 March 2009 of Government of Madhya Pradesh,,Financial,Finance,2008-09,https://cag.gov.in/en/audit-report/details/6400,/webroot/uploads/download_audit_report/2009/Madhya_Pradesh_SF_2009.pdf,,2026-07-22T13:44:25Z,
Madhya Pradesh,Report of 2009 - Report of the Comptroller and Auditor General of India (Revenue Receipts) for the year ended 31 March 2009 - Government of Madhya Pradesh,,,Taxes and Duties,2008-09,https://cag.gov.in/en/audit-report/details/6387,/webroot/uploads/download_audit_report/2009/Madhya_Pradesh_Revenue_2009.pdf,,2026-07-22T13:44:25Z,
Madhya Pradesh,Report of 2009 - Report of the Comptroller and Auditor General of India for the year ended 31 March 2009 (Commercial) of Government of Madhya Pradesh,,,Finance,2008-09,https://cag.gov.in/en/audit-report/details/6378,/webroot/uploads/download_audit_report/2009/Madhya_Pradesh_Commercial_2009.pdf,,2026-07-22T13:44:25Z,
Madhya Pradesh,Report of 2009 - Report of the Comptroller and Auditor General of India for the year ended 31 March 2009 (Civil) Government of Madhya Pradesh,,,Agriculture and Rural Development,2008-09,https://cag.gov.in/en/audit-report/details/6207,/webroot/uploads/download_audit_report/2009/Madhya_Pradesh_Civil_2009.pdf,,2026-07-22T13:44:28Z,
Maharashtra,Report of the Comptroller and Auditor General of India on State Finance for the year 2024-25,,Financial,,2024-25,https://cag.gov.in/en/audit-report/details/125474,/webroot/uploads/download_audit_report/2026/Mumbai-SFAR-2024-25_Report-No-1-of-2026_Marathi-&-English_hyperlinked-06a50b8f828d071.66759253.pdf,,2026-07-22T13:04:37Z,
Maharashtra,Report of the Comptroller and Auditor General of India on Compliance Audit for the year ended 31 March 2024,,Compliance,,2023-24,https://cag.gov.in/en/audit-report/details/125459,/webroot/uploads/download_audit_report/2024/Mumbai-CAR-2023-24_Report-No-3-of-2026_Marathi-&-English_hyperlinked-06a50b1cd2fb039.62156072.pdf,,2026-07-22T13:04:37Z,
Maharashtra,Report of the Comptroller and Auditor General of India Performance Report on Jal Jeevan Mission for the period ended March 2024,,,,2023-24,https://cag.gov.in/en/audit-report/details/125424,/webroot/uploads/download_audit_report/2024/Nagpur_Report-No.-2-of-2026_Marathi-&-English_hyperlinked-06a50a7f0926c61.17881064.pdf,,2026-07-22T13:04:37Z,
Maharashtra,Report of the Comptroller and Auditor General of India for the period ended March 2024,,,Social Infrastructure,2023-24,https://cag.gov.in/en/audit-report/details/125414,/webroot/uploads/download_audit_report/2026/Nagpur_Report-No.-4-of-2026_Marathi-&-English_hyperlinked-06a50a3c107ba39.98095799.pdf,,2026-07-22T13:04:37Z,
Maharashtra,"Report of the Comptroller and Auditor General of India on Mahatma Gandhi National Rural Employment Guarantee Scheme, Government of Maharashtra (Report No. 7 of 2025)",,,Social Welfare,2024-25,https://cag.gov.in/en/audit-report/details/124883,/webroot/uploads/download_audit_report/2025/Mumbai_Report-No.-7-of-2025_(PA-MGNREGS)-Marathi-&amp;-English_hyperlinked-1-069c3ced1124400.79074042.pdf,,2026-07-22T13:04:48Z,7/2025
Maharashtra,"Welfare of Building and Other Construction Workers, Government of Maharashtra (Report No.4 of 2025)",,,Social Welfare,2024-25,https://cag.gov.in/en/audit-report/details/123523,/webroot/uploads/download_audit_report/2025/Report-No.-4-of-2025_Marathi--English_hyperlinked-0693e9a3a8a8001.73577092.pdf,,2026-07-22T13:05:13Z,4/2025
