seq,candidate_name,notes
711,KULWANT SINGH SIDHU,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
712,KULWANT SINGH SIDHU,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
713,KULWANT SINGH SIDHU,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
714,KULWANT SINGH SIDHU,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
715,KULWANT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
716,KULWANT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
717,KULWANT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
718,KULWANT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
719,KULWINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
720,KULWINDER SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
721,KULWINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
722,KUMAR AMIT ADVOCATE,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
723,KUNAL,name_from_filename (Part A regex missed); movable_split_concatenated_digits; no_estamp_cert; no_pan; no_pending_cases_count
724,KUNWAR VIJAY PRATAP SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
725,KUNWAR VIJAY PRATAP SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
726,K  K  SABHARWAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
727,LABH SINGH UGOKE,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
728,LABH SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
729,LACHHMAN SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
730,LAKHA SINGH SIDHANA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
731,LAKHBIR SINGH LODHINANGAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count
732,LAKHBIR SINGH RAI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
733,LAKHBIR SINGH RAI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
734,LAKHBIR SINGH RAI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
735,LAKHBIR SINGH RAI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
736,LAKHBIR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
737,LAKHBIR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
738,LAKHVIR SINGH SOUNTI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
739,LAKHVIR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
740,LAKHVIR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
741,LAKHVIR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
742,LAKHVIR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
743,LAKHVIR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
744,LAKHVIR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
745,LAKHWINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
746,LAKHWINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
747,LAKHWINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
748,LALIT MOHAN BALLU,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
749,LALJIT SINGH BHULLAR,no_estamp_cert; no_pending_cases_count; no_movable_totals
750,LALJIT SINGH BHULLAR,no_estamp_cert; no_pending_cases_count; no_movable_totals
751,LALJIT SINGH BHULLAR,no_estamp_cert; no_pending_cases_count; no_movable_totals
752,LAL CHAND,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
753,LAL CHAND,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
754,LAL CHAND,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
755,LAL SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
756,LAL SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
757,Lavinder Gill,no_estamp_cert; no_pending_cases_count; no_movable_totals
758,LOVEPREET KAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
759,LOVEPREET SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
760,LOVE KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
761,MADAN LAL BAGGA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
762,MADAN LAL BAGGA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
763,MADAN LAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
764,MAHESHINDER SINGH GREWAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
765,MAHESH KUMAR,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
766,MAJOR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
767,MAJOR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
768,MAKHAN SINGH TAHARPURI,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
769,MAKHAN SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
770,MALKEET SINGH,no_estamp_cert; no_pending_cases_count; no_movable_totals
771,MALKIAT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
772,MALKIT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
773,MALVIKA SOOD,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
774,MALVINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
775,MALWINDER SINGH GURON,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
776,MALWINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count
777,MANDEEP KAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
778,MANDEEP SINGH SAMRA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
779,MANDEEP SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
780,MANDEEP SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
781,MANDEEP SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count
782,MANGAL RAM,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
783,MANGA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
784,MANIKSHA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
785,MANINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
786,MANISH BANSAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
787,MANJEET SINGH MALLAH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
788,MANJINDER SINGH LALPURA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count
789,MANJINDER SINGH LALPURA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
790,MANJINDER SINGH LALPURA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count
791,MANJIT KAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
792,MANJIT KAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
793,MANJIT KAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
794,MANJIT SINGH ALIAS SUBA SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
795,MANJIT SINGH BHANGAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
796,MANJIT SINGH BILASPUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
797,MANJIT SINGH BILASPUR,name_from_filename (Part A regex missed); no_estamp_cert; no_movable_totals
798,MANJIT SINGH BILASPUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
799,MANJIT SINGH BILASPUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
800,MANJIT SINGH MANNA,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
801,MANJIT SINGH SEKHON,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
802,MANJIT SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
803,MANJIT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
804,MANJU RANA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
805,MANJU RANA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
806,MANJU RANA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
807,MANJU RANA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
808,MANJU,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
809,MANN SINGH RAJU,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
810,MANN SINGH RAJU,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
811,MANN SINGH RAJU,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
812,MANN SINGH RAJU,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
813,MANOJ BEDI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
814,MANORANJAN KALIA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
815,MANORANJAN KALIA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
816,MANORANJAN KALIA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
817,MANPREET SINGH BADAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
818,MANPREET SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
819,MANPREET SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
820,MASTER JOHAR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
821,MASTER TAJINDERPAL SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
822,MASTER TAJINDERPAL SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
823,MEGH RAJ,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
824,MELA SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
825,MOHAMMAD ANWER,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
826,MOHAMMAD JAMIL UR RAHMAN,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
827,MOHAMMAD JAMIL UR RAHMAN,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
828,MOHAMMAD JAMIL UR RAHMAN,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
829,MOHAMMAD MUNIR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
830,MOHAMMAD SHAKEEL,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
831,MOHAMMAD YASIN  GUGGI,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
832,MOHAMMAD ZUBAIR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
833,MOHAN LAL BEHRAM,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
834,MOHAN LAL GHARAM WALE,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
835,MOHAN SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
836,MOHAN SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
837,MOHAN SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
838,MOHAN SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
839,MOHINDER BHAGAT,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
840,MOHINDER KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
841,MOHINDER LAL,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
842,MOHINDER PAL SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
843,MOHINDER SINGH SANDHAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
844,MOHIT MOHINDRA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
845,MOHNIT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
846,MORDA SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
847,MORIS,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
848,MUKHTAR SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
849,MUKHTIAR SINGH SANDHU S P,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
850,MUKHTIAR SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
851,MUKHWINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
852,MULKH RAJ JAKHU,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
853,MUNISH KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
854,NAGINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
855,NAIB SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
856,NARESH KATARIA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
857,NARESH KATARIA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
858,NARESH KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
859,NARESH PURI,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
860,NARINDER KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
861,NARINDER PAL SIDHU,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
862,NARINDER PAL SINGH CHANDI,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
863,NARINDER PAL SINGH SAWNA,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
864,NARINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
865,NARINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
866,NARINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
867,NARINDER,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
868,NARYAN SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
869,NASEEB KAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
870,NATHA SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
871,NAUNIHAL SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count
872,NAVDEEP SANGHA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
873,NAVJOT SINGH SIDHU,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
874,NAVJOT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
875,NAVREET SINGH HUNDAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
876,NAVTEJ SINGH CHEEMA,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
877,NEELAM,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
878,NEETU CHHATRAN WALA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
879,NIMISHA MEHTA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
880,NIMISHA MEHTA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
881,NUSRAT ALI KHAN,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
882,NUTAN KUMAR ALIAS NITIN NANDA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
883,N  K  SHARMA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
884,N  K  SHARMA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
885,N  K  SHARMA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
886,N  K  SHARMA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
887,OM PARKASH JAKHU,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
888,OM PARKASH KHICHI,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
889,OM PARKASH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
890,OM PARKASH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
891,ONKAR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
892,PANKAJ KHOSLA,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
893,PAPPU KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
894,PARAMDEEP SINGH BAIDWAN,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
895,PARAMJEET KAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
896,PARAMJEET KAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
897,PARAMJEET SINGH MUKARI,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
898,PARAMJIT KAUR GULSHAN,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
899,PARAMJIT KAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
900,PARAMJIT SINGH BHULLAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count
901,PARAMJIT SINGH DHILLON,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
902,PARAMJIT SINGH JAJEANI,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
903,PARAMJIT SINGH SAHOLI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
904,PARAMJIT SINGH SAHOTA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
905,PARAMJIT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
906,PARAMJIT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
907,PARAMJIT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
908,PARAMJOT,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
909,PARAMVIR SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
910,PARDEEP KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
911,PARDEEP SINGH DHAWAN,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
912,PARDEEP SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
913,PARDEEP SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
914,PARGAT SINGH POWAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
915,PARGAT SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
916,PARGAT SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
917,PARIVAR SINGH DALLA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
918,PARKASH CHAND GARG,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
919,PARKASH SINGH BADAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
920,PARKASH SINGH BADAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
921,PARKASH SINGH BADAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
922,PARKASH SINGH BADAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
923,PARKASH SINGH BHATTI,name_from_filename (Part A regex missed); no_estamp_cert; no_movable_totals
924,PARKASH SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
925,PARMINDER KAUR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
926,PARMINDER SINGH,no_estamp_cert; no_pending_cases_count; no_movable_totals
927,PARMINDER SINGH,no_estamp_cert; no_pending_cases_count; no_movable_totals
928,PARMINDER SINGH DHINDSA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
929,PARMINDER SINGH GILL,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
930,PARMINDER SINGH PINKI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
931,PARMINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
932,PARMINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
933,PARMINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
934,PARMJEET SINGH RINKA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
935,PARMJEET SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
936,PARMJEET WALIA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
937,PARSHOTAM LAL BILGA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
938,PARSHOTAM RAJ AHIR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
939,PARTAP SINGH BAJWA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
940,PARVEEN BANSAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
941,PARVEEN HITESHI,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
942,PARVEEN KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
943,PARVEEN KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
944,PARVINDER SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
945,PARWINDER SINGH,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pan; no_pending_cases_count
946,PATRAS,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
947,PAUL RAM,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
948,PAWAN KUMAR ADIA,name_from_filename (Part A regex missed); movable_self_only; no_estamp_cert; no_pending_cases_count
949,PAWAN KUMAR TINU,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
950,PAWAN KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
951,PHULJIT SINGH VARPAL,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
952,POONAM MANIK,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
